Locality,Latitude,Longitude
DENICULL CREEK,-37.231524,142.956916
DOBIE,-37.231524,142.956916
DUNNEWORTHY,-37.231524,142.956916
EVERSLEY,-37.231524,142.956916
GREAT WESTERN,-37.231524,142.956916
JALLUKUR,-37.231524,142.956916
LANGI LOGAN,-37.231524,142.956916
MAROONA,-37.231524,142.956916
MOUNT COLE,-37.231524,142.956916
MOUNT COLE CREEK,-37.231524,142.956916
MOUNT LONARCH,-37.231524,142.956916
MOYSTON,-37.231524,142.956916
NORVAL,-37.231524,142.956916
RHYMNEY,-37.231524,142.956916
ROCKY POINT,-37.231524,142.956916
ROSSBRIDGE,-37.231524,142.956916
WARRAK,-37.231524,142.956916
WHANREGARWEN,-37.2189348,145.6196525
ACHERON,-37.210538,145.687889
ALEXANDRA,-37.210538,145.687889
CATHKIN,-37.210538,145.687889
CRYSTAL CREEK,-37.210538,145.687889
FAWCETT,-37.210538,145.687889
KORIELLA,-37.210538,145.687889
TAGGERTY,-37.210538,145.687889
TAYLOR BAY,-37.20794843,145.880225
HOWITT PLAINS,-37.20631423,146.685872
BARWITE,-37.202634,146.253268
MANSFIELD,-37.202634,146.253268
MIRIMBAH,-37.202634,146.253268
AMHERST,-37.196938,143.635622
BURNBANK,-37.196938,143.635622
CARALULUP,-37.196938,143.635622
DUNACH,-37.196938,143.635622
EVANSFORD,-37.196938,143.635622
LILLICUR,-37.196938,143.635622
MOUNT GLASGOW,-37.196938,143.635622
STONY CREEK,-37.196938,143.635622
TALBOT,-37.196938,143.635622
DEVILS RIVER,-37.18897433,145.8060118
DRUMMOND NORTH,-37.184831,144.374338
MALMSBURY,-37.184831,144.374338
BENLOCH,-37.179453,144.743358
GOLDIE,-37.179453,144.743358
LANCEFIELD,-37.179453,144.743358
NULLA VALE,-37.179453,144.743358
RED LION,-37.1766686,143.7666842
ELMHURST,-37.172964,143.280627
GLENLOFTY,-37.172964,143.280627
GLENLOGIE,-37.172964,143.280627
GLENPATRICK,-37.172964,143.280627
NOWHERE CREEK,-37.172964,143.280627
BARFOLD,-37.171788,144.544716
BAYNTON,-37.171788,144.544716
BAYNTON EAST,-37.171788,144.544716
EDGECOMBE,-37.171788,144.544716
GLENHOPE,-37.171788,144.544716
GREENHILL,-37.171788,144.544716
KYNETON,-37.171788,144.544716
KYNETON SOUTH,-37.171788,144.544716
LANGLEY,-37.171788,144.544716
LAURISTON,-37.171788,144.544716
LYAL,-37.171788,144.544716
METCALFE EAST,-37.171788,144.544716
MIA MIA,-37.171788,144.544716
MYRTLE CREEK,-37.171788,144.544716
PASTORIA,-37.171788,144.544716
PASTORIA EAST,-37.171788,144.544716
PIPERS CREEK,-37.171788,144.544716
REDESDALE,-37.171788,144.544716
SIDONIA,-37.171788,144.544716
SPRING HILL,-37.171788,144.544716
TYLDEN,-37.171788,144.544716
TYLDEN SOUTH,-37.171788,144.544716
HARROW,-37.166673,141.451647
HORSHAM,-37.164183,142.666302
TARADALE,-37.157744,144.322487
MOLESWORTH,-37.144067,145.54096
WONNANGATTA,-37.13823976,146.8156764
BELLELLEN,-37.13783665,142.6925099
BLACK RANGE,-37.1348818,142.7641486
MAINTONGOON,-37.13112911,145.7781021
BULGANA,-37.12975291,142.9948304
SUGARLOAF CREEK,-37.12839823,145.0277018
BARKERS CREEK,-37.125338,144.21419
CAMPBELLS CREEK,-37.125338,144.21419
CHEWTON,-37.125338,144.21419
CHEWTON BUSHLANDS,-37.125338,144.21419
FARADAY,-37.125338,144.21419
FRYERSTOWN,-37.125338,144.21419
GLENLUCE,-37.125338,144.21419
GOLDEN POINT,-37.125338,144.21419
GOWER,-37.125338,144.21419
GUILDFORD,-37.125338,144.21419
IRISHTOWN,-37.125338,144.21419
MCKENZIE HILL,-37.125338,144.21419
MUCKLEFORD,-37.125338,144.21419
TARILTA,-37.125338,144.21419
VAUGHAN,-37.125338,144.21419
WOODBROOK,-37.125338,144.21419
YAPEEN,-37.125338,144.21419
SUGARLOAF CREEK,-37.110344,145.07088
TALLAROOK,-37.110344,145.07088
DELEGATE RIVER,-37.10937561,148.812726
AVOCA,-37.105993,143.412675
MOYREISK,-37.105993,143.412675
MOKEPILLY,-37.09290738,142.6448077
PYALONG,-37.090071,144.912693
JOYCES CREEK,-37.08856117,143.9880643
GREEN GULLY,-37.083561,144.053611
JOYCES CREEK,-37.083561,144.053611
MUCKLEFORD SOUTH,-37.083561,144.053611
NEWSTEAD,-37.083561,144.053611
SANDON,-37.083561,144.053611
WELSHMANS REEF,-37.083561,144.053611
ELPHINSTONE,-37.075364,144.387629
METCALFE,-37.075364,144.387629
SUTTON GRANGE,-37.075364,144.387629
GLENHOPE EAST,-37.07349322,144.7011112
SELWYN,-37.06713454,146.9999008
SHAYS FLAT,-37.06683249,143.0871367
BELLELLEN,-37.0666,142.771159
BRIDGE INN,-37.0666,142.771159
MOKEPILLY,-37.0666,142.771159
STAWELL,-37.0666,142.771159
STAWELL WEST,-37.0666,142.771159
WINJALLOK,-37.0666,142.771159
ANGLERS REST,-37.066169,147.464799
BINGO,-37.066169,147.464799
BINGO MUNJIE,-37.066169,147.464799
BUNDARA,-37.066169,147.464799
CASSILIS,-37.066169,147.464799
COBUNGRA,-37.066169,147.464799
DINNER PLAIN,-37.066169,147.464799
GLEN VALLEY,-37.066169,147.464799
GLEN WILLS,-37.066169,147.464799
HINNOMUNJIE,-37.066169,147.464799
OMEO,-37.066169,147.464799
SHANNONVALE,-37.066169,147.464799
JOEL SOUTH,-37.06314423,142.9994761
CASTLEMAINE,-37.061635,144.214903
MOONLIGHT FLAT,-37.061635,144.214903
DEDDICK VALLEY,-37.05839205,148.4725251
MANSFIELD,-37.053108,146.076832
EMU FLAT,-37.050037,144.747197
TOOBORAC,-37.050037,144.747197
MOUNT DRYDEN,-37.04638597,142.5318605
CONCONGELLA,-37.04625762,142.8740132
GOBUR,-37.041215,145.608491
KANUMBRA,-37.041215,145.608491
TERIP TERIP,-37.041215,145.608491
YARCK,-37.041215,145.608491
BRIMPAEN,-37.03953686,142.2041883
DOUGLAS,-37.03897482,141.7107285
HILLDENE,-37.03704373,145.0457777
CAVEAT,-37.035925,145.257867
DROPMORE,-37.035925,145.257867
DYSART,-37.035925,145.257867
HIGHLANDS,-37.035925,145.257867
KERRISDALE,-37.035925,145.257867
KOBYBOYN,-37.035925,145.257867
NORTHWOOD,-37.035925,145.257867
SEYMOUR,-37.035925,145.257867
SEYMOUR SOUTH,-37.035925,145.257867
TRAWOOL,-37.035925,145.257867
WHITEHEADS CREEK,-37.035925,145.257867
WARTOOK,-37.0307138,142.3452363
GOWER,-37.02851213,144.0988962
CHARAM,-37.025316,141.269571
CONNEWIRRICOO,-37.025316,141.269571
EDENHOPE,-37.025316,141.269571
JALLAKIN,-37.025316,141.269571
KADNOOK,-37.025316,141.269571
LANGKOOP,-37.025316,141.269571
MEEREEK,-37.025316,141.269571
PATYAH,-37.025316,141.269571
ULLSWATER,-37.025316,141.269571
WOMBELANO,-37.02197072,141.570286
ADELAIDE LEAD,-37.021478,143.611335
ALMA,-37.021478,143.611335
BOWENVALE,-37.021478,143.611335
BUNG BONG,-37.021478,143.611335
COTSWOLD,-37.021478,143.611335
CRAIGIE,-37.021478,143.611335
DAISY HILL,-37.021478,143.611335
FLAGSTAFF,-37.021478,143.611335
GOLDEN POINT,-37.021478,143.611335
HAVELOCK,-37.021478,143.611335
HOMEBUSH,-37.021478,143.611335
MAJORCA,-37.021478,143.611335
MARYBOROUGH,-37.021478,143.611335
MOOLORT,-37.021478,143.611335
MOONLIGHT FLAT,-37.021478,143.611335
NATTE YALLOCK,-37.021478,143.611335
RATHSCAR,-37.021478,143.611335
RATHSCAR WEST,-37.021478,143.611335
RODBOROUGH,-37.021478,143.611335
SIMSON,-37.021478,143.611335
TIMOR,-37.021478,143.611335
TIMOR WEST,-37.021478,143.611335
WAREEK,-37.021478,143.611335
JOEL JOEL,-37.01984772,142.9867746
CARISBROOK,-37.019811,143.841414
BONNIE DOON,-37.017241,145.850304
BRUMBY,-37.01610136,148.0696953
FRENCHMANS,-37.000261,143.126344
LANDSBOROUGH,-37.000261,143.126344
LANDSBOROUGH WEST,-37.000261,143.126344
NAVARRE,-37.000261,143.126344
SHAYS FLAT,-37.000261,143.126344
WATTLE CREEK,-37.000261,143.126344
DEEP LEAD,-36.99999967,142.7110642
BARKLY,-36.988914,142.7154
BELLFIELD,-36.988914,142.7154
BOLANGUM,-36.988914,142.7154
CALLAWADDA,-36.988914,142.7154
CAMPBELLS BRIDGE,-36.988914,142.7154
CONCONGELLA,-36.988914,142.7154
DEEP LEAD,-36.988914,142.7154
FYANS CREEK,-36.988914,142.7154
GERMANIA,-36.988914,142.7154
GREENS CREEK,-36.988914,142.7154
HALLS GAP,-36.988914,142.7154
ILLAWARRA,-36.988914,142.7154
JOEL JOEL,-36.988914,142.7154
JOEL SOUTH,-36.988914,142.7154
KANYA,-36.988914,142.7154
LAKE FYANS,-36.988914,142.7154
LAKE LONSDALE,-36.988914,142.7154
LUBECK,-36.988914,142.7154
MORRL MORRL,-36.988914,142.7154
PARADISE,-36.988914,142.7154
POMONAL,-36.988914,142.7154
ROSTRON,-36.988914,142.7154
WAL WAL,-36.988914,142.7154
WALLALOO,-36.988914,142.7154
WALLALOO EAST,-36.988914,142.7154
ANCONA,-36.985747,145.739419
MERTON,-36.985747,145.739419
WOODFIELD,-36.985747,145.739419
GERMANIA,-36.97659863,142.7584938
ROSES GAP,-36.97419597,142.4561838
BRIGHT,-36.962316,147.063163
FREEBURGH,-36.962316,147.063163
GERMANTOWN,-36.962316,147.063163
HARRIETVILLE,-36.962316,147.063163
HOTHAM HEIGHTS,-36.962316,147.063163
MOUNT HOTHAM,-36.962316,147.063163
SMOKO,-36.962316,147.063163
BARINGHUP,-36.957983,144.05651
BARINGHUP WEST,-36.957983,144.05651
BRADFORD,-36.957983,144.05651
EASTVILLE,-36.957983,144.05651
LAANECOORIE,-36.957983,144.05651
MALDON,-36.957983,144.05651
NEEREMAN,-36.957983,144.05651
NUGGETTY,-36.957983,144.05651
PERKINS REEF,-36.957983,144.05651
PORCUPINE FLAT,-36.957983,144.05651
SHELBOURNE,-36.957983,144.05651
TARRENGOWER,-36.957983,144.05651
WALMER,-36.957983,144.05651
WOODSTOCK WEST,-36.957983,144.05651
HARCOURT,-36.950365,144.281488
HARCOURT NORTH,-36.950365,144.281488
RAVENSWOOD,-36.950365,144.281488
RAVENSWOOD SOUTH,-36.950365,144.281488
OMEO VALLEY,-36.94711928,147.6157209
TULKARA,-36.94387585,143.0484349
PUCKAPUNYAL MILPO,-36.939204,144.960214
BARKLY,-36.93829078,143.2173081
CLEAR LAKE,-36.93658009,141.8934852
MYRTLE CREEK,-36.93636806,144.4059296
PUCKAPUNYAL,-36.9356483,144.9486555
GREENS CREEK,-36.93245666,142.9444988
AVENEL,-36.927251,145.298203
CAMPBELLS BRIDGE,-36.92542526,142.7959945
MANGALORE,-36.910878,145.158863
JILPANGER,-36.91000699,141.7461966
DADSWELLS BRIDGE,-36.904185,142.647565
GLENORCHY,-36.904185,142.647565
LEDCOURT,-36.904185,142.647565
RIACHELLA,-36.904185,142.647565
UPTON HILL,-36.89547953,145.4034627
ARCHERTON,-36.894465,146.256507
BARJARG,-36.894465,146.256507
BOOROLITE,-36.894465,146.256507
BRIDGE CREEK,-36.894465,146.256507
DELATITE,-36.894465,146.256507
GAFFNEYS CREEK,-36.894465,146.256507
GOUGHS BAY,-36.894465,146.256507
HOWES CREEK,-36.894465,146.256507
HOWQUA,-36.894465,146.256507
HOWQUA HILLS,-36.894465,146.256507
HOWQUA INLET,-36.894465,146.256507
JAMIESON,-36.894465,146.256507
KEVINGTON,-36.894465,146.256507
MACS COVE,-36.894465,146.256507
MAINDAMPLE,-36.894465,146.256507
MATLOCK,-36.894465,146.256507
MERRIJIG,-36.894465,146.256507
MOUNT BULLER,-36.894465,146.256507
MOUNTAIN BAY,-36.894465,146.256507
NILLAHCOOTIE,-36.894465,146.256507
PIRIES,-36.894465,146.256507
SAWMILL SETTLEMENT,-36.894465,146.256507
TOLMIE,-36.894465,146.256507
WOODS POINT,-36.894465,146.256507
LAKE EPPALOCK,-36.88282226,144.5982185
BLACKHEATH,-36.881534,141.940832
BUNGALALLY,-36.881534,141.940832
CHERRYPOOL,-36.881534,141.940832
CLEAR LAKE,-36.881534,141.940832
CONNANGORACH,-36.881534,141.940832
DAHLEN,-36.881534,141.940832
DOOEN,-36.881534,141.940832
DOUGLAS,-36.881534,141.940832
DRUNG,-36.881534,141.940832
GREEN LAKE,-36.881534,141.940832
GYMBOWEN,-36.881534,141.940832
HAVEN,-36.881534,141.940832
HORSHAM,-36.881534,141.940832
JALLUMBA,-36.881534,141.940832
JILPANGER,-36.881534,141.940832
KALKEE,-36.881534,141.940832
KANAGULK,-36.881534,141.940832
KARNAK,-36.881534,141.940832
LAHARUM,-36.881534,141.940832
LOWER NORTON,-36.881534,141.940832
MCKENZIE CREEK,-36.881534,141.940832
MIGA LAKE,-36.881534,141.940832
MITRE,-36.881534,141.940832
MOCKINYA,-36.881534,141.940832
MURRA WARRA,-36.881534,141.940832
NORADJUHA,-36.881534,141.940832
NURCOUNG,-36.881534,141.940832
NURRABIEL,-36.881534,141.940832
PIMPINIO,-36.881534,141.940832
QUANTONG,-36.881534,141.940832
REMLAW,-36.881534,141.940832
RIVERSIDE,-36.881534,141.940832
ROCKLANDS,-36.881534,141.940832
TELANGATUK EAST,-36.881534,141.940832
TOOAN,-36.881534,141.940832
TOOLONDO,-36.881534,141.940832
VECTIS,-36.881534,141.940832
WALLUP,-36.881534,141.940832
WOMBELANO,-36.881534,141.940832
WONWONDAH,-36.881534,141.940832
ZUMSTEINS,-36.881534,141.940832
BENAMBRA,-36.88053,147.826143
COBBERAS,-36.88053,147.826143
UPLANDS,-36.88053,147.826143
APSLEY,-36.873961,141.051389
BENAYEO,-36.873961,141.051389
BRINGALBERT,-36.873961,141.051389
MORRL MORRL,-36.86638119,142.8949426
BET BET,-36.864952,143.657638
BETLEY,-36.864952,143.657638
BROMLEY,-36.864952,143.657638
DUNLUCE,-36.864952,143.657638
DUNOLLY,-36.864952,143.657638
EDDINGTON,-36.864952,143.657638
GOLDSBOROUGH,-36.864952,143.657638
INKERMAN,-36.864952,143.657638
MCINTYRE,-36.864952,143.657638
MOLIAGUL,-36.864952,143.657638
MOUNT HOOGHLY,-36.864952,143.657638
MIGA LAKE,-36.85914305,141.6408336
NORADJUHA,-36.84799315,141.9194993
SHELBOURNE,-36.84708994,144.0636842
BOGONG,-36.844307,147.299257
FALLS CREEK,-36.844307,147.299257
MOUNT BEAUTY,-36.844307,147.299257
LOCKSLEY,-36.844091,145.357627
LONGWOOD,-36.844091,145.357627
PRANJIP,-36.844091,145.357627
TABILK,-36.839707,145.179762
LONGWOOD EAST,-36.8382328,145.4559546
ARGYLE,-36.837461,144.768359
COSTERFIELD,-36.837461,144.768359
DERRINAL,-36.837461,144.768359
HEATHCOTE,-36.837461,144.768359
HEATHCOTE SOUTH,-36.837461,144.768359
KNOWSLEY,-36.837461,144.768359
LADYS PASS,-36.837461,144.768359
MOORMBOOL WEST,-36.837461,144.768359
MOUNT CAMEL,-36.837461,144.768359
REDCASTLE,-36.837461,144.768359
NELSE,-36.83390754,147.3656102
CALLAWADDA,-36.82285865,142.7940368
WAL WAL,-36.81909176,142.616484
WHITFIELD,-36.812087,146.316338
TOOAN,-36.80951649,141.7810211
WALLALOO EAST,-36.80559338,142.9089779
WANDILIGONG,-36.788479,146.95979
BALMATTUM,-36.786777,145.565512
CREIGHTON,-36.786777,145.565512
CREIGHTONS CREEK,-36.786777,145.565512
EUROA,-36.786777,145.565512
GOORAM,-36.786777,145.565512
KELVIN VIEW,-36.786777,145.565512
KITHBROOK,-36.786777,145.565512
MIEPOLL,-36.786777,145.565512
MOGLONEMBY,-36.786777,145.565512
MOLKA,-36.786777,145.565512
RIGGS CREEK,-36.786777,145.565512
RUFFY,-36.786777,145.565512
SHEANS CREEK,-36.786777,145.565512
STRATHBOGIE,-36.786777,145.565512
TARCOMBE,-36.786777,145.565512
ST HELENS PLAINS,-36.78558459,142.4320005
ARNOLD,-36.78137,144.457937
ARNOLD WEST,-36.78137,144.457937
ASCOT,-36.78137,144.457937
AXE CREEK,-36.78137,144.457937
AXEDALE,-36.78137,144.457937
BAGSHOT,-36.78137,144.457937
BAGSHOT NORTH,-36.78137,144.457937
BENDIGO FORWARD,-36.78137,144.457937
CORNELLA,-36.78137,144.457937
EMU CREEK,-36.78137,144.457937
EPPALOCK,-36.78137,144.457937
EPSOM,-36.78137,144.457937
HUNTLY,-36.78137,144.457937
HUNTLY NORTH,-36.78137,144.457937
JUNORTOUN,-36.78137,144.457937
KIMBOLTON,-36.78137,144.457937
LLANELLY,-36.78137,144.457937
LOCKWOOD,-36.78137,144.457937
LOCKWOOD SOUTH,-36.78137,144.457937
LONGLEA,-36.78137,144.457937
MAIDEN GULLY,-36.78137,144.457937
MANDURANG,-36.78137,144.457937
MANDURANG SOUTH,-36.78137,144.457937
MINTO,-36.78137,144.457937
MOSQUITO CREEK,-36.78137,144.457937
MURPHYS CREEK,-36.78137,144.457937
MYOLA,-36.78137,144.457937
MYOLA EAST,-36.78137,144.457937
NEWBRIDGE,-36.78137,144.457937
PAINSWICK,-36.78137,144.457937
PILCHERS BRIDGE,-36.78137,144.457937
SEDGWICK,-36.78137,144.457937
STRATHFIELDSAYE,-36.78137,144.457937
TARNAGULLA,-36.78137,144.457937
TOOLLEEN,-36.78137,144.457937
WAANYARRA,-36.78137,144.457937
WELLSFORD,-36.78137,144.457937
WOODSTOCK ON LODDON,-36.78137,144.457937
BIG HILL,-36.777226,144.245239
GOLDEN GULLY,-36.777226,144.245239
GOLDEN SQUARE,-36.777226,144.245239
KANGAROO FLAT,-36.777226,144.245239
LANSELL PLAZA,-36.777226,144.245239
SPECIMEN HILL,-36.777226,144.245239
KANYA,-36.77318828,142.9860744
BENDIGO,-36.764269,144.285267
BENDIGO SOUTH,-36.764269,144.285267
DIAMOND HILL,-36.764269,144.285267
EAST BENDIGO,-36.764269,144.285267
FLORA HILL,-36.764269,144.285267
IRONBARK,-36.764269,144.285267
KENNINGTON,-36.764269,144.285267
LONG GULLY,-36.764269,144.285267
NORTH BENDIGO,-36.764269,144.285267
QUARRY HILL,-36.764269,144.285267
SANDHURST EAST,-36.764269,144.285267
SPRING GULLY,-36.764269,144.285267
STRATHDALE,-36.764269,144.285267
TYSONS REEF,-36.764269,144.285267
WEST BENDIGO,-36.764269,144.285267
WHITE HILLS,-36.764269,144.285267
WALLALOO,-36.74801665,142.9016653
BAILIESTON,-36.740713,145.095753
GOULBURN WEIR,-36.740713,145.095753
GRAYTOWN,-36.740713,145.095753
KIRWANS BRIDGE,-36.740713,145.095753
MITCHELLSTOWN,-36.740713,145.095753
NAGAMBIE,-36.740713,145.095753
WAHRING,-36.740713,145.095753
WIRRATE,-36.740713,145.095753
LUBECK,-36.73975806,142.5335742
PRANJIP,-36.73207618,145.3825696
BUCKLAND,-36.731686,146.834561
MOUNT BUFFALO,-36.731686,146.834561
POREPUNKAH,-36.731686,146.834561
MARONG,-36.729444,144.062915
WILSONS HILL,-36.729444,144.062915
BRIMPAEN,-36.725245,142.203729
HORSHAM,-36.725245,142.203729
HORSHAM WEST,-36.725245,142.203729
ST HELENS PLAINS,-36.725245,142.203729
WARTOOK,-36.725245,142.203729
WONWONDAH EAST,-36.725245,142.203729
WONWONDAH SOUTH,-36.725245,142.203729
ARAPILES,-36.72484337,141.8632367
TAWONGA SOUTH,-36.722034,147.149468
MITRE,-36.71831242,141.7727332
BOLANGUM,-36.71744157,142.9814278
MARNOO WEST,-36.71153166,142.7794333
ARCHDALE,-36.70633,143.51213
ARCHDALE JUNCTION,-36.70633,143.51213
BEALIBA,-36.70633,143.51213
BURKES FLAT,-36.70633,143.51213
COCHRANES CREEK,-36.70633,143.51213
EMU,-36.70633,143.51213
LOGAN,-36.70633,143.51213
MINIMAY,-36.699331,141.201068
NEUARPURR,-36.699331,141.201068
OZENKADNOOK,-36.699331,141.201068
PERONNE,-36.699331,141.201068
BOBINAWARRAH,-36.68892,146.482439
BOORHAMAN,-36.68892,146.482439
BOORHAMAN EAST,-36.68892,146.482439
BOWSER,-36.68892,146.482439
BYAWATHA,-36.68892,146.482439
CARBOOR,-36.68892,146.482439
CHESHUNT,-36.68892,146.482439
CHESHUNT SOUTH,-36.68892,146.482439
DOCKER,-36.68892,146.482439
DOCKERS PLAINS,-36.68892,146.482439
EAST WANGARATTA,-36.68892,146.482439
EDI,-36.68892,146.482439
EDI UPPER,-36.68892,146.482439
EVERTON,-36.68892,146.482439
EVERTON UPPER,-36.68892,146.482439
KILLAWARRA,-36.68892,146.482439
KING VALLEY,-36.68892,146.482439
LACEBY,-36.68892,146.482439
LONDRIGAN,-36.68892,146.482439
MARKWOOD,-36.68892,146.482439
MEADOW CREEK,-36.68892,146.482439
MILAWA,-36.68892,146.482439
NORTH WANGARATTA,-36.68892,146.482439
OXLEY,-36.68892,146.482439
OXLEY FLATS,-36.68892,146.482439
PEECHELBA,-36.68892,146.482439
PEECHELBA EAST,-36.68892,146.482439
ROSE RIVER,-36.68892,146.482439
TARRAWINGEE,-36.68892,146.482439
WABONGA,-36.68892,146.482439
WALDARA,-36.68892,146.482439
WANGANDARY,-36.68892,146.482439
WANGARATTA FORWARD,-36.68892,146.482439
WANGARATTA SOUTH,-36.68892,146.482439
WHITLANDS,-36.68892,146.482439
AVON PLAINS,-36.688551,143.230699
BEAZLEYS BRIDGE,-36.688551,143.230699
BERRIMAL WEST,-36.688551,143.230699
CARAPOOEE,-36.688551,143.230699
CARAPOOEE WEST,-36.688551,143.230699
COONOOER BRIDGE,-36.688551,143.230699
COONOOER WEST,-36.688551,143.230699
DARKBONEE,-36.688551,143.230699
DOOBOOBETIC,-36.688551,143.230699
ELBERTON,-36.688551,143.230699
GOOROC,-36.688551,143.230699
GOWAR EAST,-36.688551,143.230699
GRE GRE,-36.688551,143.230699
GRE GRE NORTH,-36.688551,143.230699
GRE GRE SOUTH,-36.688551,143.230699
KOOREH,-36.688551,143.230699
MEDLYN,-36.688551,143.230699
MITCHELLS HILL,-36.688551,143.230699
MOOLERR,-36.688551,143.230699
MOONAMBEL,-36.688551,143.230699
PERCYDALE,-36.688551,143.230699
REDBANK,-36.688551,143.230699
SLATY CREEK,-36.688551,143.230699
ST ARNAUD,-36.688551,143.230699
ST ARNAUD EAST,-36.688551,143.230699
ST ARNAUD NORTH,-36.688551,143.230699
STUART MILL,-36.688551,143.230699
SUTHERLAND,-36.688551,143.230699
SWANWATER,-36.688551,143.230699
TANWOOD,-36.688551,143.230699
TOTTINGTON,-36.688551,143.230699
TRAYNORS LAGOON,-36.688551,143.230699
TULKARA,-36.688551,143.230699
WARRENMANG,-36.688551,143.230699
YAWONG HILLS,-36.688551,143.230699
TAWONGA,-36.68753,147.17925
MOYHU,-36.686814,146.313751
MYRRHEE,-36.686814,146.313751
LONGERENONG,-36.68413291,142.3445593
GOBARUP,-36.67769551,144.8712631
BENALLA,-36.669929,146.062514
BROKEN CREEK,-36.669929,146.062514
GOOMALIBEE,-36.669929,146.062514
KILFEERA,-36.669929,146.062514
LAKE MOKOAN,-36.669929,146.062514
LIMA,-36.669929,146.062514
LIMA EAST,-36.669929,146.062514
LIMA SOUTH,-36.669929,146.062514
LURG,-36.669929,146.062514
MOLYULLAH,-36.669929,146.062514
MOORNGAG,-36.669929,146.062514
SAMARIA,-36.669929,146.062514
SWANPOOL,-36.669929,146.062514
TATONG,-36.669929,146.062514
UPOTIPOTPON,-36.669929,146.062514
UPPER LURG,-36.669929,146.062514
UPPER RYANS CREEK,-36.669929,146.062514
WINTON,-36.669929,146.062514
WINTON NORTH,-36.669929,146.062514
GRASS FLAT,-36.667303,141.89695
NATIMUK,-36.667303,141.89695
MARNOO,-36.666391,142.876262
GOROKE,-36.658804,141.366071
CALIFORNIA GULLY,-36.656422,144.178282
CAMPBELLS FOREST,-36.656422,144.178282
COMET HILL,-36.656422,144.178282
EAGLEHAWK,-36.656422,144.178282
EAGLEHAWK NORTH,-36.656422,144.178282
JACKASS FLAT,-36.656422,144.178282
MYERS FLAT,-36.656422,144.178282
SAILORS GULLY,-36.656422,144.178282
SEBASTIAN,-36.656422,144.178282
WHIPSTICK,-36.656422,144.178282
WOODVALE,-36.656422,144.178282
EUROBIN,-36.641016,146.864194
DARTMOUTH,-36.638769,147.476819
ESKDALE,-36.638769,147.476819
FERNVALE,-36.638769,147.476819
GRANITE FLAT,-36.638769,147.476819
GRANYA,-36.638769,147.476819
MITTA MITTA,-36.638769,147.476819
SHELLEY,-36.638769,147.476819
TALLANGATTA VALLEY,-36.638769,147.476819
BARNADOWN,-36.63511,144.576787
FOSTERVILLE,-36.63511,144.576787
GOORNONG,-36.63511,144.576787
MUSKERRY,-36.63511,144.576787
MUSKERRY EAST,-36.63511,144.576787
BOHO,-36.625333,145.708668
BOHO SOUTH,-36.625333,145.708668
CREEK JUNCTION,-36.625333,145.708668
EARLSTON,-36.625333,145.708668
GOWANGARDIE,-36.625333,145.708668
KOONDA,-36.625333,145.708668
MARRAWEENEY,-36.625333,145.708668
TAMLEUGH,-36.625333,145.708668
TAMLEUGH NORTH,-36.625333,145.708668
VIOLET TOWN,-36.625333,145.708668
BADDAGINNIE,-36.623748,145.852449
TARNOOK,-36.623748,145.852449
WARRENBAYNE,-36.623748,145.852449
HAVILAH,-36.623195,146.8967591
JUNG,-36.608521,142.357023
LONGERENONG,-36.608521,142.357023
BRIDGEWATER,-36.607616,144.041722
BRIDGEWATER NORTH,-36.607616,144.041722
BRIDGEWATER ON LODDON,-36.607616,144.041722
DERBY,-36.607616,144.041722
LEICHARDT,-36.607616,144.041722
YARRABERB,-36.607616,144.041722
DUCHEMBEGARRA,-36.60694604,141.9140027
CREEK VIEW,-36.59845103,144.6456354
BANYENA,-36.597861,142.693946
RUPANYUP,-36.597861,142.693946
TOM GROGGIN,-36.59561902,148.0805746
OVENS,-36.587922,146.75397
BIGGARA,-36.586316,148.037958
COLAC COLAC,-36.586316,148.037958
CORRYONG,-36.586316,148.037958
THOWGLA VALLEY,-36.586316,148.037958
TOWONG,-36.586316,148.037958
TOWONG UPPER,-36.586316,148.037958
KEWELL,-36.583744,142.487468
MURTOA,-36.583744,142.487468
NARIEL VALLEY,-36.58238379,147.9286148
DHURRINGILE,-36.577628,145.229349
MOORILIM,-36.577628,145.229349
MURCHISON,-36.577628,145.229349
MURCHISON EAST,-36.577628,145.229349
MURCHISON NORTH,-36.577628,145.229349
JUNG,-36.57669756,142.3388059
MOORA,-36.575936,145.019312
RUSHWORTH,-36.575936,145.019312
WANALTA,-36.575936,145.019312
WARANGA,-36.575936,145.019312
WHROO,-36.575936,145.019312
AVONMORE,-36.570077,144.805307
COLBINABBIN,-36.570077,144.805307
COROP,-36.570077,144.805307
LYNDALE,-36.570077,144.805307
MAYREEF,-36.570077,144.805307
RUNNYMEDE,-36.570077,144.805307
BOWEYA,-36.565078,146.266835
BOWEYA NORTH,-36.565078,146.266835
GLENROWAN,-36.565078,146.266835
GLENROWAN WEST,-36.565078,146.266835
GRETA,-36.565078,146.266835
GRETA SOUTH,-36.565078,146.266835
GRETA WEST,-36.565078,146.266835
HANSONVILLE,-36.565078,146.266835
MOUNT BRUNO,-36.565078,146.266835
TAMINICK,-36.565078,146.266835
BENALLA,-36.554936,145.977761
BENALLA WEST,-36.554936,145.977761
ABBEYARD,-36.554037,146.82759
BARWIDGEE,-36.554037,146.82759
BUFFALO RIVER,-36.554037,146.82759
DANDONGADALE,-36.554037,146.82759
GAPSTED,-36.554037,146.82759
